Datetime,Open,High,Low,Close,Adj Close,Volume
2023-02-05 18:00:00-05:00,1878.0,1878.9000244140625,1865.5999755859375,1874.4000244140625,1874.4000244140625,0
2023-02-05 18:01:00-05:00,1874.199951171875,1874.5,1873.199951171875,1874.300048828125,1874.300048828125,319
2023-02-05 18:02:00-05:00,1874.199951171875,1875.699951171875,1874.199951171875,1874.699951171875,1874.699951171875,172
2023-02-05 18:03:00-05:00,1874.5999755859375,1875.9000244140625,1874.5,1875.9000244140625,1875.9000244140625,48
2023-02-05 18:04:00-05:00,1875.9000244140625,1876.800048828125,1875.5999755859375,1876.699951171875,1876.699951171875,89
2023-02-05 18:05:00-05:00,1876.5999755859375,1878.5999755859375,1863.4000244140625,1878.5,1878.5,255
2023-02-05 18:06:00-05:00,1878.5,1878.800048828125,1876.9000244140625,1877.699951171875,1877.699951171875,233
2023-02-05 18:07:00-05:00,1877.699951171875,1878.199951171875,1877.4000244140625,1877.9000244140625,1877.9000244140625,50
2023-02-05 18:08:00-05:00,1878.0,1878.4000244140625,1877.699951171875,1878.4000244140625,1878.4000244140625,134
2023-02-05 18:09:00-05:00,1878.300048828125,1878.800048828125,1878.0999755859375,1878.800048828125,1878.800048828125,58
2023-02-05 18:10:00-05:00,1878.699951171875,1879.5,1878.699951171875,1879.4000244140625,1879.4000244140625,129
2023-02-05 18:11:00-05:00,1879.199951171875,1879.199951171875,1878.4000244140625,1879.199951171875,1879.199951171875,113
2023-02-05 18:12:00-05:00,1879.0999755859375,1879.699951171875,1879.0999755859375,1879.699951171875,1879.699951171875,130
2023-02-05 18:13:00-05:00,1879.5999755859375,1879.5999755859375,1879.199951171875,1879.4000244140625,1879.4000244140625,97
2023-02-05 18:14:00-05:00,1879.4000244140625,1879.699951171875,1879.4000244140625,1879.5999755859375,1879.5999755859375,18
2023-02-05 18:15:00-05:00,1879.5,1880.5999755859375,1879.5,1880.0,1880.0,142
2023-02-05 18:16:00-05:00,1880.0999755859375,1881.0,1880.0999755859375,1880.300048828125,1880.300048828125,174
2023-02-05 18:17:00-05:00,1880.4000244140625,1882.0,1880.300048828125,1881.800048828125,1881.800048828125,211
