Datetime,Open,High,Low,Close,Adj Close,Volume
2023-01-16 00:00:00-05:00,1925.199951171875,1925.300048828125,1924.9000244140625,1925.0,1925.0,0
2023-01-16 00:01:00-05:00,1924.9000244140625,1924.9000244140625,1924.5,1924.5999755859375,1924.5999755859375,95
2023-01-16 00:02:00-05:00,1924.5999755859375,1924.5999755859375,1923.9000244140625,1923.9000244140625,1923.9000244140625,132
2023-01-16 00:03:00-05:00,1923.9000244140625,1924.0999755859375,1923.800048828125,1923.800048828125,1923.800048828125,105
2023-01-16 00:04:00-05:00,1923.800048828125,1923.800048828125,1923.300048828125,1923.300048828125,1923.300048828125,71
2023-01-16 00:05:00-05:00,1923.300048828125,1923.5999755859375,1923.300048828125,1923.5,1923.5,49
2023-01-16 00:06:00-05:00,1923.5999755859375,1924.0,1923.4000244140625,1923.4000244140625,1923.4000244140625,35
2023-01-16 00:07:00-05:00,1923.5,1923.800048828125,1923.4000244140625,1923.800048828125,1923.800048828125,31
2023-01-16 00:08:00-05:00,1923.800048828125,1924.4000244140625,1923.800048828125,1924.300048828125,1924.300048828125,58
2023-01-16 00:09:00-05:00,1924.300048828125,1924.5999755859375,1924.199951171875,1924.4000244140625,1924.4000244140625,31
2023-01-16 00:10:00-05:00,1924.4000244140625,1924.5999755859375,1924.300048828125,1924.5999755859375,1924.5999755859375,38
2023-01-16 00:11:00-05:00,1924.5,1924.800048828125,1924.4000244140625,1924.699951171875,1924.699951171875,45
2023-01-16 00:12:00-05:00,1924.800048828125,1924.9000244140625,1924.800048828125,1924.9000244140625,1924.9000244140625,11
2023-01-16 00:13:00-05:00,1925.0,1925.0999755859375,1924.5,1924.5,1924.5,58
2023-01-16 00:14:00-05:00,1924.4000244140625,1924.800048828125,1924.300048828125,1924.5,1924.5,35
2023-01-16 00:15:00-05:00,1924.5,1924.5999755859375,1924.5,1924.5,1924.5,10
2023-01-16 00:16:00-05:00,1924.5,1924.5999755859375,1924.4000244140625,1924.5999755859375,1924.5999755859375,18
2023-01-16 00:17:00-05:00,1924.699951171875,1924.800048828125,1924.5999755859375,1924.5999755859375,1924.5999755859375,9
2023-01-16 00:18:00-05:00,1924.5999755859375,1924.5999755859375,1924.4000244140625,1924.4000244140625,1924.4000244140625,37
2023-01-16 00:19:00-05:00,1924.4000244140625,1924.5,1924.300048828125,1924.4000244140625,1924.4000244140625,22
2023-01-16 00:20:00-05:00,1924.300048828125,1924.300048828125,1924.0999755859375,1924.199951171875,1924.199951171875,8
2023-01-16 00:21:00-05:00,1924.0999755859375,1924.0999755859375,1923.5999755859375,1923.5999755859375,1923.5999755859375,59
2023-01-16 00:22:00-05:00,1923.5999755859375,1923.699951171875,1923.5,1923.699951171875,1923.699951171875,36
2023-01-16 00:23:00-05:00,1923.699951171875,1923.800048828125,1923.5999755859375,1923.800048828125,1923.800048828125,16
2023-01-16 00:24:00-05:00,1923.9000244140625,1924.0,1923.4000244140625,1923.5,1923.5,52
2023-01-16 00:25:00-05:00,1923.5999755859375,1923.699951171875,1923.5,1923.5,1923.5,16
2023-01-16 00:26:00-05:00,1923.5,1923.5,1923.0,1923.199951171875,1923.199951171875,55
2023-01-16 00:27:00-05:00,1923.300048828125,1923.5999755859375,1923.300048828125,1923.4000244140625,1923.4000244140625,22
